,review_lst
3864,생각보다 시원합니다 만족합니다(2020-07-01 12:04:00 에 등록된 네이버 페이 구매평)
3865,생각보다 시원합니다 만족합니다(2020-07-01 12:03:26 에 등록된 네이버 페이 구매평)
3866,생각보다 시원합니다 만족합니다(2020-07-01 12:04:00 에 등록된 네이버 페이 구매평)
3867,오자마자 무릎에 올려봤는데 후기 그대로에요 기분좋게 시원하고 촉감 부드럽고 가벼워 좋아요 뭉침방지 십자부분 때문에 모양면에선 예쁜 느낌은 없으나 기능면에선 좋아 패스~ 올 더운여름 마약쿨이불 덕에 잘 보냈으면 좋겠네요(2020-07-01 00:45:30 에 등록된 네이버 페이 구매평)
3868,오자마자 무릎에 올려봤는데 후기 그대로에요 기분좋게 시원하고 촉감 부드럽고 가벼워 좋아요 뭉침방지 십자부분 때문에 모양면에선 예쁜 느낌은 없으나 기능면에선 좋아 패스~ 올 더운여름 마약쿨이불 덕에 잘 보냈으면 좋겠네요(2020-07-01 00:45:30 에 등록된 네이버 페이 구매평)
3869,세번째구매에요! 제꺼 아이꺼 신랑꺼 셋다너무만족합니다(2020-07-01 00:15:36 에 등록된 네이버 페이 구매평)
3870,세번째구매에요! 제꺼 아이꺼 신랑꺼 셋다너무만족합니다(2020-07-01 00:15:36 에 등록된 네이버 페이 구매평)
3871,"안그래도 딥그레이로 구매하려고 했었는데, 다른색상은 다 나가고 딥그레이만 남아서 구매했네요. 색은 후기사진보다는 훨씬 더 찐한색이에요. 그리고 대박인건 이불 원단이에여ㅠㅡㅠ 제가 어렸을때 좋아하던 이불이 있는데그 이불이 감촉이 그렇게 좋았었는데 바디럽 마약 쿨 이불이 딱 그 감촉이네요. 이불 덮을때마다 행복해여. 에어컨 틀어놓고 이불 덮으면 세상 시원해여. 그러다 추우면 반대편으로 덮을수도 있고! 감촉이 정말 좋아서 본가에도구매하려구여.(2020-06-29 21:46:27 에 등록된 네이버 페이 구매평)"
3872,"안그래도 딥그레이로 구매하려고 했었는데, 다른색상은 다 나가고 딥그레이만 남아서 구매했네요. 색은 후기사진보다는 훨씬 더 찐한색이에요. 그리고 대박인건 이불 원단이에여ㅠㅡㅠ 제가 어렸을때 좋아하던 이불이 있는데그 이불이 감촉이 그렇게 좋았었는데 바디럽 마약 쿨 이불이 딱 그 감촉이네요. 이불 덮을때마다 행복해여. 에어컨 틀어놓고 이불 덮으면 세상 시원해여. 그러다 추우면 반대편으로 덮을수도 있고! 감촉이 정말 좋아서 본가에도구매하려구여.(2020-06-29 21:46:27 에 등록된 네이버 페이 구매평)"
3873,제품 마감에 비해 가격이 비싼것 같아요. 바느질이며..마감은 하고 보내시나요? 디테일 면에서 그리고 ㅏㄴ여름엔 더울거 같아요(2020-06-29 18:35:04 에 등록된 네이버 페이 구매평)
3874,제품 마감에 비해 가격이 비싼것 같아요. 바느질이며..마감은 하고 보내시나요? 디테일 면에서 그리고 ㅏㄴ여름엔 더울거 같아요(2020-06-29 18:35:04 에 등록된 네이버 페이 구매평)
3875,아주 시원하면서 또 따뜻해서  선풍기  틀어놓고 자기 좋아요
3876,아주 시원하면서 또 따뜻해서  선풍기  틀어놓고 자기 좋아요
3877,더위를 많이타서 아이들방에 하나씩 넣었어요!
3878,더위를 많이타서 아이들방에 하나씩 넣었어요!
3879,저번에사고 맘에들어하나더사요!! 부드럽고시원하고 좋아요(2020-06-28 19:22:56 에 등록된 네이버 페이 구매평)
3880,저번에사고 맘에들어하나더사요!! 부드럽고시원하고 좋아요(2020-06-28 19:22:56 에 등록된 네이버 페이 구매평)
3881,배송빠르고 좋아요 굿(2020-06-27 18:46:43 에 등록된 네이버 페이 구매평)
3882,배송빠르고 좋아요 굿(2020-06-27 18:46:43 에 등록된 네이버 페이 구매평)
3883,시원하고 사이즈도 좋아요(2020-06-27 15:29:56 에 등록된 네이버 페이 구매평)
3884,시원하고 사이즈도 좋아요(2020-06-27 15:29:56 에 등록된 네이버 페이 구매평)
3885,시원한 원단과보송한 원단이 양면으로 있어서 춘하추..3계절은 잘 사용할 듯 합니다.먼지도 없어 좋습니다(2020-06-27 15:28:50 에 등록된 네이버 페이 구매평)
3886,시원한 원단과보송한 원단이 양면으로 있어서 춘하추..3계절은 잘 사용할 듯 합니다.먼지도 없어 좋습니다(2020-06-27 15:28:50 에 등록된 네이버 페이 구매평)
3887,배송 제품 모두 만족스러워요(2020-06-27 09:38:22 에 등록된 네이버 페이 구매평)
3888,배송 제품 모두 만족스러워요(2020-06-27 09:38:22 에 등록된 네이버 페이 구매평)
3889,여름에 전기세 아껴보려고 구매했는데 잘 산거같네요부드럽고 시원하네요
3890,여름에 전기세 아껴보려고 구매했는데 잘 산거같네요부드럽고 시원하네요
3891,여름에 시원하게 잠을 잘수있을것 같아요(2020-06-26 16:51:46 에 등록된 네이버 페이 구매평)
3892,여름에 시원하게 잠을 잘수있을것 같아요(2020-06-26 16:51:46 에 등록된 네이버 페이 구매평)
3893,여름용 이불이라 가볍고 편한 느낌 입니다 푹 잘꺼 같아요(2020-06-26 16:50:00 에 등록된 네이버 페이 구매평)
3894,여름용 이불이라 가볍고 편한 느낌 입니다 푹 잘꺼 같아요(2020-06-26 16:50:00 에 등록된 네이버 페이 구매평)
3895,신기하게 시원하네요 인견이불사려다 이걸로 샀는데 완전 만족해요 ㅎㅎ 색은 생각보다 많이 어둡고 단색이다 보니 그리 이쁘다 느껴지진않아요 그래도 만족입니다 !(2020-06-26 08:46:32 에 등록된 네이버 페이 구매평)
3896,신기하게 시원하네요 인견이불사려다 이걸로 샀는데 완전 만족해요 ㅎㅎ 색은 생각보다 많이 어둡고 단색이다 보니 그리 이쁘다 느껴지진않아요 그래도 만족입니다 !(2020-06-26 08:46:32 에 등록된 네이버 페이 구매평)
3897,"(쇼핑몰 추천 리뷰) 이불이 가볍고 좋아요,,👀"
3898,"(쇼핑몰 추천 리뷰) 이불이 가볍고 좋아요,,👀"
3899,와정말... 새거뜯자마자 냄새좀 나는거 빼면 너무맘에듭니다 정말 덥자마자 시원하네요 굿굿 제꺼만삿는데 신랑까 애기꺼 두개더사야겠어요..! 근데 원플원이벤끝났나봐요 ㅠㅠ(2020-06-25 23:51:39 에 등록된 네이버 페이 구매평)
3900,와정말... 새거뜯자마자 냄새좀 나는거 빼면 너무맘에듭니다 정말 덥자마자 시원하네요 굿굿 제꺼만삿는데 신랑까 애기꺼 두개더사야겠어요..! 근데 원플원이벤끝났나봐요 ㅠㅠ(2020-06-25 23:51:39 에 등록된 네이버 페이 구매평)
3901,안방이랑 아들방에 깔았어요 한쪽면 촉감이 진짜 부들부들하네요 시원한 안감보다 저는 부들부들한 면이 더 좋네요~ 싱글침대에는 많이 커요 원하던 연그레이 색상이 품절이라 남색으로 했는데 먼지붙은게 너무 잘 보이는 단점이 ㅜㅜ 제품은 만족합니다~(2020-06-25 20:26:51 에 등록된 네이버 페이 구매평)
3902,안방이랑 아들방에 깔았어요 한쪽면 촉감이 진짜 부들부들하네요 시원한 안감보다 저는 부들부들한 면이 더 좋네요~ 싱글침대에는 많이 커요 원하던 연그레이 색상이 품절이라 남색으로 했는데 먼지붙은게 너무 잘 보이는 단점이 ㅜㅜ 제품은 만족합니다~(2020-06-25 20:26:51 에 등록된 네이버 페이 구매평)
3903,색깔이 조금 연하게 나오긴 했는데 이거보다는 진해요. 하나도 안덥고 시권하고 넘 좋습니다.(2020-06-25 15:39:25 에 등록된 네이버 페이 구매평)
3904,색깔이 조금 연하게 나오긴 했는데 이거보다는 진해요. 하나도 안덥고 시권하고 넘 좋습니다.(2020-06-25 15:39:25 에 등록된 네이버 페이 구매평)
3905,제가 생각햇던 딱 그 이불이에요 만족~~^^(2020-06-25 09:01:39 에 등록된 네이버 페이 구매평)
3906,제가 생각햇던 딱 그 이불이에요 만족~~^^(2020-06-25 09:01:39 에 등록된 네이버 페이 구매평)
3907,고양이가 안 비킵니다. 한개 더 사야겠네요(2020-06-25 03:47:51 에 등록된 네이버 페이 구매평)
3908,고양이가 안 비킵니다. 한개 더 사야겠네요(2020-06-25 03:47:51 에 등록된 네이버 페이 구매평)
3909,"처음 만졌을 때 차가운 느낌이 굉장히 좋았어요.쿨매트, 이불등 많이 써 봤지만 확실히 느껴지는 체감이 달라서 잘 샀다 싶네요. 너무 얇지도 않고 적당히 솜이 들어가  오히려 몸을  감싸주니 더 푸근한 느낌이 드네요.  올 여름 쿨이불로 열대야 잘 견디길 바래봅니다.쿨 베개커버도 적당히  두께감도  있어서 맘에 들었어요"
3910,"처음 만졌을 때 차가운 느낌이 굉장히 좋았어요.쿨매트, 이불등 많이 써 봤지만 확실히 느껴지는 체감이 달라서 잘 샀다 싶네요. 너무 얇지도 않고 적당히 솜이 들어가  오히려 몸을  감싸주니 더 푸근한 느낌이 드네요.  올 여름 쿨이불로 열대야 잘 견디길 바래봅니다.쿨 베개커버도 적당히  두께감도  있어서 맘에 들었어요"
3911,"처음 만질 때 차가운 느낌이 굉장히  좋았어요.쿨매트, 이불등 많이 써 봤지만 확실히 느껴지는 체감이 달라서 잘 샀다  싶네요.  올 여름 쿨이불로 열대야 잘 견디길 바래봅니다.쿨 베개커버도 적당히  두께감도  있어서 맘에 들었어요"
3912,"처음 만질 때 차가운 느낌이 굉장히  좋았어요.쿨매트, 이불등 많이 써 봤지만 확실히 느껴지는 체감이 달라서 잘 샀다  싶네요.  올 여름 쿨이불로 열대야 잘 견디길 바래봅니다.쿨 베개커버도 적당히  두께감도  있어서 맘에 들었어요"
3913,후기가 놓아서 매트세트까지 총5개를 샀는데 기대보다는 아닌것 같아요ㅠㅠ
3914,후기가 놓아서 매트세트까지 총5개를 샀는데 기대보다는 아닌것 같아요ㅠㅠ
3915,양면 느낌이 달라서 날씨에 따라 바꿔 쓰면 좋을듯 해요~ 색도 은은하니 예뻐요~(2020-06-23 21:58:47 에 등록된 네이버 페이 구매평)
3916,양면 느낌이 달라서 날씨에 따라 바꿔 쓰면 좋을듯 해요~ 색도 은은하니 예뻐요~(2020-06-23 21:58:47 에 등록된 네이버 페이 구매평)
3917,쿨링감이 좋아여 ㅋㅋㅋ 근데아직 밤에 추워서 제대로못써봤네요 ㅠㅠ(2020-06-23 15:22:19 에 등록된 네이버 페이 구매평)
3918,잘 쓸게요~~!!^^(2020-06-23 15:22:59 에 등록된 네이버 페이 구매평)
3919,쿨링감이 좋아여 ㅋㅋㅋ 근데아직 밤에 추워서 제대로못써봤네요 ㅠㅠ(2020-06-23 15:22:19 에 등록된 네이버 페이 구매평)
3920,잘 쓸게요~~!!^^(2020-06-23 15:22:59 에 등록된 네이버 페이 구매평)
3921,시원해요~~~~~~~~~(2020-06-23 13:13:43 에 등록된 네이버 페이 구매평)
3922,시원해요~~~~~~~~~(2020-06-23 13:13:43 에 등록된 네이버 페이 구매평)
3923,재고부족으로 오랜 시간이 걸려서 상품을 받았지만 품질에 만족합니다~~양면중 쿨면이 정말 시원한 촉감이 좋아요~~간절기 이불중 가성비 갑인듯합니다~~(2020-06-23 12:57:47 에 등록된 네이버 페이 구매평)
3924,재고부족으로 오랜 시간이 걸려서 상품을 받았지만 품질에 만족합니다~~양면중 쿨면이 정말 시원한 촉감이 좋아요~~간절기 이불중 가성비 갑인듯합니다~~(2020-06-23 12:57:47 에 등록된 네이버 페이 구매평)
3925,부들부들 촉감 좋고 찬바람 쐬면 머물고 있어서 시원합니다. 딱히 덥다는 생각은 들지 않고 그렇다고 이불 덮지 않은 느낌은 아닙니다. 괜찮네요 생각보다(2020-06-23 08:48:34 에 등록된 네이버 페이 구매평)
3926,부들부들 촉감 좋고 찬바람 쐬면 머물고 있어서 시원합니다. 딱히 덥다는 생각은 들지 않고 그렇다고 이불 덮지 않은 느낌은 아닙니다. 괜찮네요 생각보다(2020-06-23 08:48:34 에 등록된 네이버 페이 구매평)
3927,배송이 오래 걸리긴 했지만 패드는 너무 만족입니다 저희집 침대가 라지킹인데 사이즈가 딱 맞아요(2020-06-23 00:51:39 에 등록된 네이버 페이 구매평)
3928,배송이 오래 걸리긴 했지만 패드는 너무 만족입니다 저희집 침대가 라지킹인데 사이즈가 딱 맞아요(2020-06-23 00:51:39 에 등록된 네이버 페이 구매평)
3929,"지난 겨울을 위해서 바디럽에서 웜이불을 구매하고 겨울내내 참 잘 사용했습니다. 전기장판이 없어서 이불사용해보고 구매하려고 했지만, 전혀 필요가 없었어요! 세탁할 때 빨래방에서 일반세제로 해서 다음에 사용할땐 기능이 좀 떨어질까 걱정이 되긴하지만 ㅜ 웜이불을 너무 잘 사용해서 이번에도 구매했습니다. 바디럽 제품답게 시원하고 이불을 덮지 않은 것 같아요!"
3930,"지난 겨울을 위해서 바디럽에서 웜이불을 구매하고 겨울내내 참 잘 사용했습니다. 전기장판이 없어서 이불사용해보고 구매하려고 했지만, 전혀 필요가 없었어요! 세탁할 때 빨래방에서 일반세제로 해서 다음에 사용할땐 기능이 좀 떨어질까 걱정이 되긴하지만 ㅜ 웜이불을 너무 잘 사용해서 이번에도 구매했습니다. 바디럽 제품답게 시원하고 이불을 덮지 않은 것 같아요!"
3931,오 진짜 시원 따뜻 하네여! 근데 시원한 부분에 실이 벌써 뜯어지네요 ㅠㅠ 몇일 밖에 안 지났는데 그거 빼곤 다 조아요(2020-06-22 22:53:25 에 등록된 네이버 페이 구매평)
3932,오 진짜 시원 따뜻 하네여! 근데 시원한 부분에 실이 벌써 뜯어지네요 ㅠㅠ 몇일 밖에 안 지났는데 그거 빼곤 다 조아요(2020-06-22 22:53:25 에 등록된 네이버 페이 구매평)
3933,정말시원해용ㅎㅎ굿굿(2020-06-22 10:01:49 에 등록된 네이버 페이 구매평)
3934,정말시원해용ㅎㅎ굿굿(2020-06-22 10:01:49 에 등록된 네이버 페이 구매평)
3935,딸아이방에 에어컨이 없고 아토피 있는 아이라 이불촉감에 무척 예민해서 고민하다 구매했는데 너무 만족해요~촉감 완전 부드럽고 몸에 닿는 부분은 다시 뜨거워지긴 해도 뒤척이며 다른쪽에 살이 닿으면 시원해서 너무 좋다고 하네요~기숙사 들어간 울아들도 에어컨 잘 안틀어줘서 잠을 잘 못잔다더니 엄마성화에 시큰둥하게 이불 가져가고는 시원하다고 전화왔어요~얼마나 더 시원한 이불을 찾으시는지  모르겠지만 저는 만족하고 특히 촉감이 너무 좋아요~
